,ResNet50,Label
7394,[0. 0. 0. ... 0. 0. 0.],Dogs
7395,[0. 0. 0. ... 0. 0. 0.],Cats
7396,[0. 0. 0. ... 0. 0. 0.],Cats
7397,[0. 0. 0. ... 0. 0. 0.],Cats
7398,[0. 0. 0. ... 0. 0. 0.],Cats
7399,[0.         0.         0.         ... 0.00558965 0.00329497 0.00100083],Cats
7400,[0.         0.         0.         ... 0.         0.         0.00373478],Dogs
7401,[0.        0.        0.        ... 0.        0.        0.0016503],Cats
7402,[0. 0. 0. ... 0. 0. 0.],Dogs
7403,[0.         0.         0.         ... 0.         0.00048373 0.00672883],Dogs
7404,[0. 0. 0. ... 0. 0. 0.],Dogs
7405,[0. 0. 0. ... 0. 0. 0.],Cats
7406,[0.00232535 0.         0.         ... 0.         0.         0.        ],Cats
7407,[0. 0. 0. ... 0. 0. 0.],Cats
7408,[0. 0. 0. ... 0. 0. 0.],Cats
7409,[0. 0. 0. ... 0. 0. 0.],Dogs
7410,[0. 0. 0. ... 0. 0. 0.],Dogs
7411,[0. 0. 0. ... 0. 0. 0.],Dogs
7412,[0.00458886 0.         0.         ... 0.         0.         0.        ],Dogs
7413,[0.         0.         0.         ... 0.         0.         0.01944941],Cats
7414,[0. 0. 0. ... 0. 0. 0.],Dogs
7415,[0. 0. 0. ... 0. 0. 0.],Cats
7416,[0. 0. 0. ... 0. 0. 0.],Dogs
7417,[0.00105348 0.         0.         ... 0.00117877 0.         0.        ],Cats
7418,[0. 0. 0. ... 0. 0. 0.],Cats
7419,[0.         0.         0.         ... 0.         0.         0.00373832],Dogs
7420,[0. 0. 0. ... 0. 0. 0.],Cats
7421,[0.         0.         0.         ... 0.01121389 0.         0.        ],Dogs
7422,[0.         0.         0.         ... 0.00904475 0.         0.        ],Dogs
7423,[0. 0. 0. ... 0. 0. 0.],Dogs
7424,[0. 0. 0. ... 0. 0. 0.],Dogs
7425,[0. 0. 0. ... 0. 0. 0.],Dogs
7426,[0.00496951 0.         0.         ... 0.         0.00162573 0.        ],Cats
7427,[0. 0. 0. ... 0. 0. 0.],Cats
7428,[0. 0. 0. ... 0. 0. 0.],Dogs
7429,[0.         0.         0.00123742 ... 0.         0.         0.        ],Dogs
7430,[0. 0. 0. ... 0. 0. 0.],Dogs
7431,[0. 0. 0. ... 0. 0. 0.],Dogs
7432,[0. 0. 0. ... 0. 0. 0.],Dogs
7433,[0. 0. 0. ... 0. 0. 0.],Cats
7434,[0.         0.         0.         ... 0.00798508 0.         0.        ],Dogs
7435,[0.         0.0089009  0.         ... 0.00273778 0.         0.        ],Cats
7436,[0. 0. 0. ... 0. 0. 0.],Cats
7437,[0. 0. 0. ... 0. 0. 0.],Cats
7438,[0. 0. 0. ... 0. 0. 0.],Cats
7439,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 2.83922359e-05]",Cats
7440,[0. 0. 0. ... 0. 0. 0.],Dogs
7441,[0.         0.01453953 0.         ... 0.         0.         0.        ],Cats
7442,[0. 0. 0. ... 0. 0. 0.],Cats
7443,[0.         0.         0.         ... 0.         0.00057175 0.        ],Cats
7444,[0.         0.         0.         ... 0.00100395 0.         0.        ],Cats
7445,[0.         0.         0.         ... 0.00216935 0.         0.        ],Cats
7446,[0.00072186 0.         0.         ... 0.         0.         0.        ],Cats
7447,[0. 0. 0. ... 0. 0. 0.],Dogs
7448,[0. 0. 0. ... 0. 0. 0.],Cats
7449,[0.         0.         0.         ... 0.         0.         0.01382405],Cats
7450,"[0.00000000e+00 0.00000000e+00 2.49275133e-05 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Cats
7451,[0. 0. 0. ... 0. 0. 0.],Dogs
7452,[0.        0.        0.        ... 0.        0.0028612 0.       ],Cats
7453,[0. 0. 0. ... 0. 0. 0.],Dogs
7454,[0. 0. 0. ... 0. 0. 0.],Dogs
7455,[0. 0. 0. ... 0. 0. 0.],Dogs
7456,[0. 0. 0. ... 0. 0. 0.],Cats
7457,[0.         0.         0.         ... 0.00181151 0.         0.        ],Dogs
7458,[0. 0. 0. ... 0. 0. 0.],Cats
7459,[0. 0. 0. ... 0. 0. 0.],Cats
7460,[0. 0. 0. ... 0. 0. 0.],Cats
7461,[0.         0.         0.         ... 0.         0.00280272 0.        ],Dogs
7462,[0. 0. 0. ... 0. 0. 0.],Cats
7463,[0.         0.         0.         ... 0.02028093 0.         0.        ],Cats
7464,[0. 0. 0. ... 0. 0. 0.],Cats
7465,[0.         0.         0.         ... 0.00725854 0.         0.00023683],Dogs
7466,[0.         0.         0.         ... 0.00606005 0.         0.03045647],Dogs
7467,[0. 0. 0. ... 0. 0. 0.],Cats
7468,[0. 0. 0. ... 0. 0. 0.],Dogs
7469,[0. 0. 0. ... 0. 0. 0.],Cats
7470,[0.        0.        0.        ... 0.0076213 0.        0.       ],Dogs
7471,[0. 0. 0. ... 0. 0. 0.],Dogs
7472,[0. 0. 0. ... 0. 0. 0.],Dogs
7473,[0. 0. 0. ... 0. 0. 0.],Cats
7474,[0. 0. 0. ... 0. 0. 0.],Cats
7475,[0. 0. 0. ... 0. 0. 0.],Cats
7476,[0. 0. 0. ... 0. 0. 0.],Cats
7477,[0.         0.         0.         ... 0.         0.         0.00675114],Dogs
7478,[0.         0.         0.         ... 0.00048335 0.         0.        ],Cats
7479,[0. 0. 0. ... 0. 0. 0.],Cats
7480,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 3.00712749e-05 0.00000000e+00]",Dogs
7481,"[0.00000000e+00 1.17799952e-05 0.00000000e+00 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Cats
7482,[0. 0. 0. ... 0. 0. 0.],Dogs
7483,[0.         0.         0.         ... 0.         0.         0.00568524],Dogs
7484,[0. 0. 0. ... 0. 0. 0.],Cats
7485,[0. 0. 0. ... 0. 0. 0.],Dogs
7486,[0. 0. 0. ... 0. 0. 0.],Cats
7487,[0. 0. 0. ... 0. 0. 0.],Dogs
7488,[0. 0. 0. ... 0. 0. 0.],Cats
7489,[0. 0. 0. ... 0. 0. 0.],Cats
7490,[0. 0. 0. ... 0. 0. 0.],Dogs
7491,[0. 0. 0. ... 0. 0. 0.],Dogs
7492,[0.00114259 0.         0.         ... 0.00865472 0.         0.        ],Dogs
7493,[0.         0.         0.         ... 0.00594175 0.         0.        ],Cats
7494,[0.         0.         0.         ... 0.         0.         0.00744507],Cats
7495,[0.         0.         0.         ... 0.         0.         0.00210496],Cats
7496,[0. 0. 0. ... 0. 0. 0.],Dogs
7497,[0. 0. 0. ... 0. 0. 0.],Dogs
7498,[0.         0.         0.         ... 0.         0.00148929 0.        ],Cats
7499,[0. 0. 0. ... 0. 0. 0.],Cats
7500,[0. 0. 0. ... 0. 0. 0.],Dogs
7501,[0.         0.         0.         ... 0.         0.         0.00073013],Cats
7502,[0. 0. 0. ... 0. 0. 0.],Cats
7503,[0. 0. 0. ... 0. 0. 0.],Dogs
7504,[0. 0. 0. ... 0. 0. 0.],Cats
7505,[0.         0.         0.00256666 ... 0.         0.         0.        ],Cats
7506,[0. 0. 0. ... 0. 0. 0.],Dogs
7507,[0.         0.         0.         ... 0.00343174 0.         0.        ],Dogs
7508,[0.00180542 0.         0.         ... 0.         0.         0.        ],Dogs
7509,[0.00489241 0.         0.         ... 0.         0.         0.        ],Dogs
7510,[0.         0.00036733 0.         ... 0.         0.         0.00304884],Cats
7511,[0.         0.         0.         ... 0.         0.00012047 0.        ],Cats
7512,[0. 0. 0. ... 0. 0. 0.],Cats
7513,[0.         0.         0.         ... 0.         0.         0.00051702],Cats
7514,[0. 0. 0. ... 0. 0. 0.],Cats
7515,[0.         0.         0.         ... 0.         0.         0.00411001],Dogs
7516,[0. 0. 0. ... 0. 0. 0.],Dogs
7517,[0. 0. 0. ... 0. 0. 0.],Dogs
7518,[0. 0. 0. ... 0. 0. 0.],Dogs
7519,[0. 0. 0. ... 0. 0. 0.],Dogs
7520,[0. 0. 0. ... 0. 0. 0.],Dogs
7521,[0. 0. 0. ... 0. 0. 0.],Cats
7522,[0.         0.00045474 0.         ... 0.         0.         0.        ],Dogs
7523,[0.         0.         0.         ... 0.         0.         0.00174504],Cats
7524,[0. 0. 0. ... 0. 0. 0.],Cats
7525,[0. 0. 0. ... 0. 0. 0.],Dogs
7526,[0. 0. 0. ... 0. 0. 0.],Dogs
7527,[0.         0.00282774 0.         ... 0.         0.         0.        ],Dogs
7528,[0.         0.         0.         ... 0.00507173 0.         0.00617541],Cats
7529,[0. 0. 0. ... 0. 0. 0.],Cats
7530,[0. 0. 0. ... 0. 0. 0.],Cats
7531,[0.         0.         0.         ... 0.01076777 0.         0.        ],Dogs
7532,[0. 0. 0. ... 0. 0. 0.],Dogs
7533,[0. 0. 0. ... 0. 0. 0.],Dogs
7534,[0. 0. 0. ... 0. 0. 0.],Dogs
7535,[0.         0.         0.         ... 0.00366145 0.         0.00073373],Dogs
7536,[0.00049361 0.         0.         ... 0.         0.         0.        ],Dogs
7537,[0.         0.         0.         ... 0.         0.00020806 0.        ],Dogs
7538,[0.         0.         0.         ... 0.         0.         0.00585429],Cats
7539,[0. 0. 0. ... 0. 0. 0.],Dogs
7540,[0.         0.         0.         ... 0.00050923 0.         0.        ],Cats
7541,[0. 0. 0. ... 0. 0. 0.],Dogs
7542,[0. 0. 0. ... 0. 0. 0.],Cats
7543,[0.         0.         0.         ... 0.         0.         0.00551054],Cats
7544,[0.         0.         0.         ... 0.00753824 0.         0.        ],Dogs
7545,[0.         0.         0.         ... 0.00093848 0.         0.        ],Cats
7546,[0.         0.         0.         ... 0.00077319 0.         0.        ],Cats
7547,[0. 0. 0. ... 0. 0. 0.],Dogs
7548,[0.00475246 0.         0.         ... 0.         0.         0.        ],Cats
7549,[0. 0. 0. ... 0. 0. 0.],Dogs
7550,[0.         0.         0.         ... 0.00950162 0.         0.        ],Cats
7551,[0. 0. 0. ... 0. 0. 0.],Dogs
7552,[0. 0. 0. ... 0. 0. 0.],Cats
7553,[0.         0.         0.         ... 0.01457269 0.         0.        ],Dogs
7554,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 2.26547044e-04
 2.28871076e-05 1.29592724e-02]",Dogs
7555,[0.         0.00444406 0.         ... 0.         0.         0.        ],Cats
7556,[0. 0. 0. ... 0. 0. 0.],Cats
7557,[0. 0. 0. ... 0. 0. 0.],Dogs
7558,[0.00326143 0.         0.         ... 0.01662228 0.         0.        ],Cats
7559,[0. 0. 0. ... 0. 0. 0.],Dogs
7560,[0.         0.         0.00092787 ... 0.         0.         0.        ],Dogs
7561,[0. 0. 0. ... 0. 0. 0.],Dogs
7562,[0.         0.         0.         ... 0.00183442 0.         0.        ],Cats
7563,[0.00148475 0.         0.         ... 0.         0.         0.        ],Cats
7564,[0. 0. 0. ... 0. 0. 0.],Cats
7565,[0. 0. 0. ... 0. 0. 0.],Dogs
7566,[0.         0.00016318 0.00036995 ... 0.         0.         0.        ],Dogs
7567,[0. 0. 0. ... 0. 0. 0.],Cats
7568,[0. 0. 0. ... 0. 0. 0.],Dogs
7569,[0. 0. 0. ... 0. 0. 0.],Cats
7570,[0.         0.         0.         ... 0.         0.00069907 0.        ],Cats
7571,[0. 0. 0. ... 0. 0. 0.],Dogs
7572,[0. 0. 0. ... 0. 0. 0.],Cats
7573,[0.         0.         0.         ... 0.00273231 0.01170268 0.        ],Cats
7574,[0. 0. 0. ... 0. 0. 0.],Cats
7575,[0. 0. 0. ... 0. 0. 0.],Dogs
7576,[0.         0.         0.         ... 0.00055281 0.         0.        ],Cats
7577,[0.         0.         0.         ... 0.         0.00120039 0.        ],Cats
7578,[0.         0.         0.         ... 0.         0.         0.00310865],Cats
7579,[0.         0.         0.         ... 0.00086869 0.         0.        ],Dogs
7580,[0.00016453 0.         0.         ... 0.         0.         0.        ],Dogs
7581,[0.         0.         0.01147235 ... 0.         0.00502889 0.        ],Dogs
7582,[0. 0. 0. ... 0. 0. 0.],Dogs
7583,[0. 0. 0. ... 0. 0. 0.],Dogs
7584,[0.         0.         0.         ... 0.         0.         0.00225219],Cats
7585,[0. 0. 0. ... 0. 0. 0.],Dogs
7586,[0. 0. 0. ... 0. 0. 0.],Dogs
7587,[0.         0.         0.         ... 0.         0.00387059 0.        ],Dogs
7588,[0. 0. 0. ... 0. 0. 0.],Dogs
7589,[0.         0.         0.         ... 0.         0.00499329 0.        ],Cats
7590,[0. 0. 0. ... 0. 0. 0.],Dogs
7591,[0. 0. 0. ... 0. 0. 0.],Cats
7592,[0.         0.00069663 0.         ... 0.         0.         0.        ],Cats
7593,[0.         0.         0.         ... 0.         0.         0.00731577],Dogs
7594,[0. 0. 0. ... 0. 0. 0.],Cats
7595,[0. 0. 0. ... 0. 0. 0.],Cats
7596,[0. 0. 0. ... 0. 0. 0.],Cats
7597,[0. 0. 0. ... 0. 0. 0.],Dogs
7598,[0. 0. 0. ... 0. 0. 0.],Dogs
7599,[0.         0.         0.         ... 0.00749753 0.         0.        ],Dogs
7600,[0. 0. 0. ... 0. 0. 0.],Cats
7601,[0. 0. 0. ... 0. 0. 0.],Dogs
7602,[0. 0. 0. ... 0. 0. 0.],Dogs
7603,[0.         0.00054319 0.         ... 0.         0.         0.0078407 ],Dogs
7604,[0. 0. 0. ... 0. 0. 0.],Dogs
7605,[0. 0. 0. ... 0. 0. 0.],Dogs
7606,[0. 0. 0. ... 0. 0. 0.],Dogs
7607,[0.         0.         0.         ... 0.00132355 0.         0.        ],Dogs
7608,[0. 0. 0. ... 0. 0. 0.],Cats
7609,[0. 0. 0. ... 0. 0. 0.],Dogs
7610,[0. 0. 0. ... 0. 0. 0.],Dogs
7611,[0.         0.         0.         ... 0.         0.         0.00052202],Dogs
7612,[0. 0. 0. ... 0. 0. 0.],Cats
7613,[0. 0. 0. ... 0. 0. 0.],Cats
7614,[0. 0. 0. ... 0. 0. 0.],Dogs
7615,[0.         0.         0.         ... 0.01104727 0.         0.        ],Dogs
7616,[0.         0.         0.         ... 0.00391628 0.         0.        ],Cats
7617,[0. 0. 0. ... 0. 0. 0.],Dogs
7618,[0. 0. 0. ... 0. 0. 0.],Cats
7619,[0. 0. 0. ... 0. 0. 0.],Cats
7620,[0. 0. 0. ... 0. 0. 0.],Cats
7621,[0. 0. 0. ... 0. 0. 0.],Dogs
7622,[0.         0.         0.         ... 0.         0.         0.00347656],Dogs
7623,[0.         0.         0.         ... 0.00989448 0.         0.        ],Dogs
7624,[0. 0. 0. ... 0. 0. 0.],Dogs
7625,[0.        0.0052858 0.        ... 0.        0.        0.       ],Cats
7626,[0. 0. 0. ... 0. 0. 0.],Dogs
7627,[0. 0. 0. ... 0. 0. 0.],Dogs
7628,[0. 0. 0. ... 0. 0. 0.],Dogs
7629,[0.         0.         0.         ... 0.01528927 0.         0.        ],Dogs
7630,[0. 0. 0. ... 0. 0. 0.],Dogs
7631,[0.         0.         0.         ... 0.         0.00138361 0.01186742],Cats
7632,[0. 0. 0. ... 0. 0. 0.],Dogs
7633,[0.         0.         0.         ... 0.00802953 0.00114878 0.        ],Cats
7634,[0. 0. 0. ... 0. 0. 0.],Cats
7635,[0. 0. 0. ... 0. 0. 0.],Dogs
7636,[0.         0.         0.         ... 0.         0.00329256 0.        ],Dogs
7637,[0.00902467 0.         0.         ... 0.         0.00079438 0.        ],Dogs
7638,[0. 0. 0. ... 0. 0. 0.],Dogs
7639,[0. 0. 0. ... 0. 0. 0.],Cats
7640,[0.         0.         0.         ... 0.         0.         0.00333402],Cats
7641,[0. 0. 0. ... 0. 0. 0.],Cats
7642,[0.         0.         0.         ... 0.00030763 0.         0.        ],Cats
7643,[0. 0. 0. ... 0. 0. 0.],Dogs
7644,[0. 0. 0. ... 0. 0. 0.],Dogs
7645,[0. 0. 0. ... 0. 0. 0.],Cats
7646,[0. 0. 0. ... 0. 0. 0.],Dogs
7647,[0.         0.         0.         ... 0.         0.         0.01127021],Dogs
7648,[0. 0. 0. ... 0. 0. 0.],Cats
7649,[0. 0. 0. ... 0. 0. 0.],Cats
7650,[0.00239843 0.00091957 0.         ... 0.         0.         0.        ],Dogs
7651,[0.         0.         0.         ... 0.00412921 0.         0.        ],Cats
7652,[0. 0. 0. ... 0. 0. 0.],Dogs
7653,[0. 0. 0. ... 0. 0. 0.],Dogs
7654,[0.         0.         0.         ... 0.         0.         0.00221298],Cats
7655,[0. 0. 0. ... 0. 0. 0.],Cats
7656,[0. 0. 0. ... 0. 0. 0.],Dogs
7657,[0. 0. 0. ... 0. 0. 0.],Cats
7658,[0. 0. 0. ... 0. 0. 0.],Cats
7659,[0. 0. 0. ... 0. 0. 0.],Dogs
7660,[0. 0. 0. ... 0. 0. 0.],Cats
7661,[0. 0. 0. ... 0. 0. 0.],Dogs
7662,[0.         0.         0.         ... 0.00064048 0.         0.01462062],Cats
7663,[0. 0. 0. ... 0. 0. 0.],Cats
7664,[0.         0.         0.00331595 ... 0.         0.         0.        ],Cats
7665,[0.00480629 0.         0.         ... 0.         0.         0.        ],Cats
7666,[0. 0. 0. ... 0. 0. 0.],Cats
7667,[0. 0. 0. ... 0. 0. 0.],Cats
7668,[0. 0. 0. ... 0. 0. 0.],Cats
7669,[0. 0. 0. ... 0. 0. 0.],Cats
7670,[0.         0.         0.         ... 0.02139659 0.01429145 0.        ],Dogs
7671,[0. 0. 0. ... 0. 0. 0.],Cats
7672,[0.         0.         0.         ... 0.00476926 0.         0.        ],Dogs
7673,[0. 0. 0. ... 0. 0. 0.],Dogs
7674,[0.         0.00342162 0.         ... 0.         0.         0.        ],Dogs
7675,[0. 0. 0. ... 0. 0. 0.],Cats
7676,[0.         0.         0.00315296 ... 0.         0.         0.        ],Cats
7677,[0. 0. 0. ... 0. 0. 0.],Dogs
7678,[0. 0. 0. ... 0. 0. 0.],Cats
7679,[0. 0. 0. ... 0. 0. 0.],Dogs
7680,[0. 0. 0. ... 0. 0. 0.],Dogs
7681,[0.         0.         0.         ... 0.01516839 0.         0.        ],Cats
7682,[0.         0.         0.         ... 0.         0.00459257 0.        ],Cats
7683,[0. 0. 0. ... 0. 0. 0.],Dogs
7684,[0.        0.        0.        ... 0.        0.        0.0117984],Cats
7685,[0. 0. 0. ... 0. 0. 0.],Cats
7686,[0. 0. 0. ... 0. 0. 0.],Cats
7687,[0. 0. 0. ... 0. 0. 0.],Dogs
7688,[0. 0. 0. ... 0. 0. 0.],Dogs
7689,[0. 0. 0. ... 0. 0. 0.],Cats
7690,[0.         0.         0.         ... 0.00783693 0.         0.        ],Cats
7691,[0.         0.         0.         ... 0.         0.00094196 0.        ],Cats
7692,[0.00152615 0.         0.         ... 0.         0.         0.        ],Dogs
7693,[0. 0. 0. ... 0. 0. 0.],Dogs
7694,[0. 0. 0. ... 0. 0. 0.],Cats
7695,[0.         0.         0.00460817 ... 0.         0.         0.        ],Dogs
7696,[0. 0. 0. ... 0. 0. 0.],Dogs
7697,[0. 0. 0. ... 0. 0. 0.],Dogs
7698,[0. 0. 0. ... 0. 0. 0.],Cats
7699,[0. 0. 0. ... 0. 0. 0.],Dogs
7700,[0. 0. 0. ... 0. 0. 0.],Cats
7701,[0. 0. 0. ... 0. 0. 0.],Cats
7702,[0. 0. 0. ... 0. 0. 0.],Dogs
7703,[0. 0. 0. ... 0. 0. 0.],Dogs
7704,[0. 0. 0. ... 0. 0. 0.],Cats
7705,[0.00163399 0.         0.         ... 0.         0.         0.        ],Cats
7706,[0.         0.         0.00111887 ... 0.         0.         0.        ],Dogs
7707,[0.         0.00121287 0.         ... 0.00542818 0.         0.        ],Dogs
7708,[0. 0. 0. ... 0. 0. 0.],Dogs
7709,[0.         0.         0.         ... 0.         0.         0.00241199],Dogs
7710,[0.         0.00945621 0.         ... 0.         0.         0.        ],Cats
7711,[0. 0. 0. ... 0. 0. 0.],Cats
7712,[0. 0. 0. ... 0. 0. 0.],Dogs
7713,[0. 0. 0. ... 0. 0. 0.],Cats
7714,[0.         0.         0.         ... 0.00995634 0.         0.        ],Dogs
7715,[0.        0.        0.        ... 0.0003384 0.        0.       ],Dogs
7716,[0.         0.         0.         ... 0.00039203 0.         0.00148879],Cats
7717,[0. 0. 0. ... 0. 0. 0.],Cats
7718,[0. 0. 0. ... 0. 0. 0.],Cats
7719,[0. 0. 0. ... 0. 0. 0.],Cats
7720,[0. 0. 0. ... 0. 0. 0.],Dogs
7721,[0. 0. 0. ... 0. 0. 0.],Dogs
7722,[0. 0. 0. ... 0. 0. 0.],Dogs
7723,[0. 0. 0. ... 0. 0. 0.],Cats
7724,[0. 0. 0. ... 0. 0. 0.],Dogs
7725,[0.         0.         0.00271811 ... 0.03578726 0.         0.        ],Dogs
7726,[0. 0. 0. ... 0. 0. 0.],Cats
7727,[0.         0.00132514 0.00734542 ... 0.         0.         0.        ],Cats
7728,[0. 0. 0. ... 0. 0. 0.],Dogs
7729,[0. 0. 0. ... 0. 0. 0.],Cats
7730,[0.         0.         0.         ... 0.00376084 0.         0.        ],Dogs
7731,[0. 0. 0. ... 0. 0. 0.],Dogs
7732,[0. 0. 0. ... 0. 0. 0.],Cats
7733,[0. 0. 0. ... 0. 0. 0.],Dogs
7734,[0. 0. 0. ... 0. 0. 0.],Cats
7735,[0. 0. 0. ... 0. 0. 0.],Cats
7736,[0. 0. 0. ... 0. 0. 0.],Cats
7737,[0. 0. 0. ... 0. 0. 0.],Cats
7738,[0.       0.       0.       ... 0.006034 0.       0.      ],Cats
7739,[0. 0. 0. ... 0. 0. 0.],Cats
7740,[0. 0. 0. ... 0. 0. 0.],Cats
7741,[0.         0.         0.         ... 0.         0.         0.00462494],Dogs
7742,[0. 0. 0. ... 0. 0. 0.],Dogs
7743,[0. 0. 0. ... 0. 0. 0.],Cats
7744,[0. 0. 0. ... 0. 0. 0.],Cats
7745,[0. 0. 0. ... 0. 0. 0.],Dogs
7746,[0. 0. 0. ... 0. 0. 0.],Dogs
7747,[0.         0.         0.         ... 0.         0.         0.00264568],Dogs
7748,[0.         0.         0.         ... 0.00147941 0.         0.00550303],Dogs
7749,[0.         0.00235666 0.         ... 0.0080045  0.         0.        ],Dogs
7750,[0. 0. 0. ... 0. 0. 0.],Cats
7751,[0. 0. 0. ... 0. 0. 0.],Dogs
7752,[0. 0. 0. ... 0. 0. 0.],Dogs
7753,[0. 0. 0. ... 0. 0. 0.],Dogs
7754,[0. 0. 0. ... 0. 0. 0.],Cats
7755,[0.00096675 0.         0.         ... 0.         0.         0.        ],Cats
7756,[0. 0. 0. ... 0. 0. 0.],Dogs
7757,[0.         0.         0.         ... 0.         0.         0.00235289],Dogs
7758,[0.         0.         0.         ... 0.00126559 0.         0.00029284],Dogs
7759,[0.         0.         0.         ... 0.         0.         0.00434737],Dogs
7760,[0. 0. 0. ... 0. 0. 0.],Cats
7761,[0. 0. 0. ... 0. 0. 0.],Cats
7762,[0.00218549 0.         0.         ... 0.         0.         0.00332818],Dogs
7763,[0. 0. 0. ... 0. 0. 0.],Dogs
7764,[0. 0. 0. ... 0. 0. 0.],Cats
7765,[0. 0. 0. ... 0. 0. 0.],Cats
7766,[0. 0. 0. ... 0. 0. 0.],Cats
7767,[0.         0.         0.         ... 0.         0.         0.00351404],Cats
7768,[0. 0. 0. ... 0. 0. 0.],Cats
7769,[0. 0. 0. ... 0. 0. 0.],Dogs
7770,[0.         0.         0.         ... 0.         0.0008445  0.00103234],Cats
7771,[0.00250544 0.         0.00481557 ... 0.         0.         0.        ],Cats
7772,"[7.47922110e-05 0.00000000e+00 1.45463072e-03 ... 0.00000000e+00
 0.00000000e+00 0.00000000e+00]",Dogs
7773,"[0.00000000e+00 0.00000000e+00 0.00000000e+00 ... 0.00000000e+00
 4.76230158e-03 8.23284756e-05]",Cats
7774,[0. 0. 0. ... 0. 0. 0.],Cats
7775,[0. 0. 0. ... 0. 0. 0.],Dogs
7776,[0. 0. 0. ... 0. 0. 0.],Cats
7777,[0. 0. 0. ... 0. 0. 0.],Cats
7778,[0.         0.00686132 0.         ... 0.         0.         0.        ],Dogs
7779,[0.         0.         0.         ... 0.01201683 0.         0.        ],Cats
7780,[0.         0.         0.         ... 0.         0.         0.00141643],Dogs
7781,[0.0021374  0.         0.         ... 0.         0.         0.00444745],Cats
7782,[0. 0. 0. ... 0. 0. 0.],Dogs
7783,[0.         0.00438155 0.         ... 0.00952437 0.         0.        ],Cats
7784,[0.         0.00075701 0.         ... 0.         0.         0.        ],Cats
